Order Date,City,Category
11/2/2017,Henderson,Office Supplies
11/2/2017,Henderson,Furniture
11/2/2017,Henderson,Technology
11/2/2017,Henderson,Office Supplies
3/8/2017,Anaheim,Office Supplies
3/8/2017,Anaheim,Office Supplies
12/16/2014,Detroit,Office Supplies
11/28/2016,Marietta,Furniture
11/28/2016,Marietta,Technology
11/28/2016,Marietta,Office Supplies
11/28/2016,Marietta,Office Supplies
12/23/2016,Seattle,Office Supplies
12/23/2016,Seattle,Office Supplies
12/23/2016,Seattle,Office Supplies
12/23/2016,Seattle,Office Supplies
12/23/2016,Seattle,Office Supplies
12/23/2016,Seattle,Office Supplies
12/23/2016,Seattle,Office Supplies
10/15/2014,Parma,Furniture
10/15/2014,Parma,Office Supplies
8/22/2016,Gresham,Office Supplies
12/17/2017,Anaheim,Office Supplies
12/17/2017,Anaheim,Office Supplies
3/7/2017,New York City,Office Supplies
3/7/2017,New York City,Office Supplies
12/1/2014,Houston,Furniture
10/14/2014,Concord,Office Supplies
10/14/2014,Concord,Office Supplies
11/18/2014,Fairfield,Office Supplies
11/18/2014,Fairfield,Technology
1/14/2017,Johnson City,Office Supplies
1/14/2017,Johnson City,Office Supplies
1/14/2017,Johnson City,Technology
1/14/2017,Johnson City,Office Supplies
1/14/2017,Johnson City,Office Supplies
9/24/2015,Seattle,Office Supplies
9/24/2015,Seattle,Office Supplies
10/9/2017,League City,Office Supplies
10/9/2017,League City,Furniture
1/2/2016,Gaithersburg,Furniture
1/2/2016,Gaithersburg,Technology
8/19/2017,Chicago,Office Supplies
12/25/2017,Huntsville,Office Supplies
12/25/2017,Huntsville,Office Supplies
12/25/2017,Huntsville,Office Supplies
12/25/2017,Huntsville,Technology
9/10/2017,Lawrence,Office Supplies
10/19/2017,Chicago,Furniture
12/1/2017,Fairfield,Office Supplies
12/1/2017,Fairfield,Furniture
9/2/2014,New York City,Office Supplies
9/2/2014,New York City,Office Supplies
3/25/2017,Seattle,Office Supplies
9/28/2015,Aurora,Office Supplies
9/28/2015,Aurora,Office Supplies
9/28/2015,Aurora,Office Supplies
3/15/2015,Lehi,Technology
1/6/2017,Tuscaloosa,Office Supplies
1/13/2014,San Francisco,Office Supplies
1/13/2014,San Francisco,Furniture
1/13/2014,San Francisco,Office Supplies
2/6/2015,Wilmington,Furniture
2/6/2015,Wilmington,Furniture
2/6/2015,Wilmington,Office Supplies
12/21/2017,Lafayette,Office Supplies
9/5/2016,Redondo Beach,Office Supplies
9/5/2016,Redondo Beach,Office Supplies
9/5/2016,Redondo Beach,Office Supplies
10/4/2014,Seattle,Office Supplies
11/27/2017,Los Angeles,Office Supplies
11/27/2017,Los Angeles,Furniture
10/28/2016,New York City,Office Supplies
6/9/2015,Royal Oak,Office Supplies
12/8/2017,San Francisco,Office Supplies
3/16/2015,New York City,Technology
6/9/2014,North Las Vegas,Office Supplies
6/9/2014,North Las Vegas,Office Supplies
6/9/2014,North Las Vegas,Furniture
3/20/2015,Carrollton,Office Supplies
3/20/2015,Carrollton,Office Supplies
11/18/2016,Los Angeles,Technology
11/18/2016,Los Angeles,Office Supplies
3/7/2014,Seattle,Furniture
3/7/2014,Seattle,Office Supplies
3/7/2014,Seattle,Office Supplies
5/15/2016,Fort Lauderdale,Office Supplies
5/25/2015,Columbia,Technology
8/2/2015,Providence,Technology
8/2/2015,Providence,Office Supplies
8/2/2015,Providence,Technology
8/2/2015,Providence,Furniture
11/6/2016,Jacksonville,Furniture
11/6/2016,Jacksonville,Office Supplies
11/6/2016,Jacksonville,Furniture
11/6/2016,Jacksonville,Office Supplies
11/7/2016,Oceanside,Office Supplies
9/18/2015,Jacksonville,Technology
12/7/2015,New York City,Office Supplies
12/7/2015,New York City,Office Supplies
12/7/2015,New York City,Technology
12/9/2016,Chicago,Office Supplies
12/9/2016,Chicago,Office Supplies
12/9/2016,Chicago,Technology
11/16/2014,Huntington Beach,Office Supplies
11/6/2016,San Diego,Office Supplies
9/6/2015,Nashville,Office Supplies
9/3/2014,New York City,Office Supplies
4/24/2016,Colorado Springs,Office Supplies
4/24/2016,Colorado Springs,Furniture
4/24/2016,Colorado Springs,Office Supplies
8/31/2017,San Francisco,Office Supplies
8/31/2017,San Francisco,Technology
12/7/2017,Chicago,Office Supplies
12/18/2015,Memphis,Office Supplies
12/18/2015,Memphis,Office Supplies
12/18/2015,Memphis,Furniture
11/4/2014,New York City,Office Supplies
3/10/2017,Raleigh,Office Supplies
3/10/2017,Raleigh,Office Supplies
1/31/2016,Los Angeles,Technology
1/31/2016,Los Angeles,Office Supplies
5/7/2017,Los Angeles,Technology
5/24/2016,Newport News,Office Supplies
5/24/2016,Newport News,Office Supplies
10/7/2016,Los Angeles,Office Supplies
4/30/2014,Jackson,Technology
11/10/2015,Richmond,Office Supplies
11/9/2015,New York City,Technology
11/9/2015,New York City,Office Supplies
9/7/2015,Philadelphia,Office Supplies
9/7/2015,Philadelphia,Technology
9/7/2015,Philadelphia,Office Supplies
5/11/2017,Phoenix,Furniture
7/21/2017,Cleveland,Office Supplies
7/21/2017,Cleveland,Office Supplies
7/21/2017,Cleveland,Technology
11/24/2014,Toledo,Furniture
11/24/2014,Toledo,Technology
11/15/2014,Los Angeles,Furniture
11/15/2014,Los Angeles,Technology
11/15/2014,Los Angeles,Office Supplies
3/23/2017,New York City,Office Supplies
12/18/2016,San Diego,Technology
12/18/2016,San Diego,Technology
12/18/2016,San Diego,Furniture
7/29/2017,Oklahoma City,Office Supplies
7/29/2017,Oklahoma City,Technology
7/29/2017,Oklahoma City,Office Supplies
7/29/2017,Oklahoma City,Furniture
9/2/2014,Chicago,Technology
1/29/2017,San Francisco,Office Supplies
1/29/2017,San Francisco,Office Supplies
1/29/2017,San Francisco,Office Supplies
12/26/2016,Vineland,Furniture
12/26/2016,Vineland,Office Supplies
8/9/2015,Milwaukee,Furniture
4/6/2014,Seattle,Furniture
4/6/2014,Seattle,Technology
11/17/2017,Naperville,Technology
7/11/2015,Wilmington,Furniture
7/11/2015,Wilmington,Technology
7/11/2015,Wilmington,Office Supplies
11/10/2016,Los Angeles,Office Supplies
11/10/2016,Los Angeles,Office Supplies
11/10/2016,Los Angeles,Furniture
11/10/2016,Los Angeles,Office Supplies
11/10/2016,Los Angeles,Office Supplies
11/10/2016,Los Angeles,Office Supplies
11/10/2016,Los Angeles,Office Supplies
3/31/2014,Chicago,Office Supplies
3/31/2014,Chicago,Technology
9/18/2015,Des Moines,Office Supplies
11/7/2015,Philadelphia,Office Supplies
5/19/2017,Atlanta,Office Supplies
1/3/2015,Dallas,Technology
1/3/2015,Dallas,Office Supplies
1/3/2015,Dallas,Furniture
9/8/2015,Moreno Valley,Office Supplies
9/8/2015,Moreno Valley,Office Supplies
4/3/2016,Philadelphia,Office Supplies
12/5/2016,Georgetown,Technology
12/5/2016,Georgetown,Office Supplies
5/8/2015,Minneapolis,Office Supplies
5/8/2015,Minneapolis,Technology
5/8/2015,Minneapolis,Furniture
9/22/2017,Wilmington,Technology
11/30/2017,Burlington,Technology
11/30/2017,Burlington,Furniture
1/15/2017,Los Angeles,Office Supplies
8/8/2014,Trenton,Technology
8/8/2014,Trenton,Office Supplies
8/8/2014,Trenton,Office Supplies
8/8/2014,Trenton,Furniture
8/8/2014,Trenton,Technology
11/5/2015,San Francisco,Office Supplies
4/25/2017,Los Angeles,Office Supplies
4/20/2014,Houston,Furniture
4/20/2014,Houston,Office Supplies
4/20/2014,Houston,Furniture
11/11/2017,Milwaukee,Office Supplies
11/25/2017,San Francisco,Furniture
11/25/2017,San Francisco,Office Supplies
12/18/2015,Cleveland,Office Supplies
9/8/2016,Monroe,Technology
9/8/2016,Monroe,Office Supplies
6/6/2016,Lowell,Office Supplies
6/19/2015,Dallas,Office Supplies
3/5/2015,Philadelphia,Technology
3/5/2015,Philadelphia,Technology
3/5/2015,Philadelphia,Office Supplies
8/4/2017,Loveland,Office Supplies
8/4/2017,Loveland,Office Supplies
12/30/2017,Loveland,Office Supplies
5/23/2015,Woonsocket,Office Supplies
12/6/2014,Chicago,Office Supplies
12/6/2014,Chicago,Furniture
12/6/2014,Chicago,Technology
12/6/2014,Chicago,Furniture
12/6/2014,Chicago,Office Supplies
12/6/2014,Chicago,Office Supplies
8/7/2015,Bakersfield,Office Supplies
3/17/2014,Dallas,Office Supplies
3/17/2014,Dallas,Office Supplies
3/17/2014,Dallas,Office Supplies
3/26/2015,Philadelphia,Office Supplies
3/26/2015,Philadelphia,Technology
12/14/2014,Deltona,Furniture
9/19/2015,Columbus,Technology
4/25/2017,Nashville,Office Supplies
4/25/2017,Nashville,Office Supplies
10/18/2014,Philadelphia,Office Supplies
10/18/2014,Philadelphia,Office Supplies
10/18/2014,Philadelphia,Office Supplies
11/13/2015,Chicago,Furniture
1/31/2016,Dallas,Office Supplies
11/17/2016,Carlsbad,Office Supplies
7/25/2017,Philadelphia,Office Supplies
11/11/2017,New York City,Office Supplies
9/26/2015,Oceanside,Office Supplies
9/26/2015,Oceanside,Technology
9/26/2015,Oceanside,Office Supplies
4/4/2014,Lafayette,Office Supplies
4/4/2014,Lafayette,Technology
4/4/2014,Lafayette,Office Supplies
4/4/2014,Lafayette,Office Supplies
9/14/2014,New York City,Furniture
9/14/2014,New York City,Office Supplies
9/14/2014,New York City,Technology
9/14/2014,New York City,Office Supplies
9/14/2014,New York City,Technology
9/14/2014,New York City,Technology
9/14/2014,New York City,Office Supplies
12/29/2017,Anaheim,Furniture
6/21/2015,Deltona,Technology
11/26/2017,New York City,Office Supplies
11/26/2017,New York City,Office Supplies
10/23/2016,Seattle,Office Supplies
12/14/2015,San Diego,Office Supplies
11/13/2016,Oklahoma City,Furniture
9/29/2017,Mount Vernon,Office Supplies
9/29/2017,Mount Vernon,Office Supplies
11/8/2015,San Francisco,Technology
4/1/2016,New York City,Furniture
4/1/2016,New York City,Office Supplies
4/1/2016,New York City,Office Supplies
2/2/2017,Los Angeles,Furniture
2/2/2017,Los Angeles,Office Supplies
2/2/2017,Los Angeles,Office Supplies
12/24/2017,Chandler,Furniture
12/24/2017,Chandler,Furniture
6/21/2014,Long Beach,Technology
3/6/2017,San Francisco,Office Supplies
9/25/2017,Helena,Office Supplies
6/30/2014,New York City,Office Supplies
6/30/2014,New York City,Office Supplies
8/7/2015,Kirkwood,Office Supplies
8/7/2015,Kirkwood,Furniture
6/30/2017,Chicago,Technology
6/30/2017,Chicago,Furniture
6/30/2017,Chicago,Furniture
10/26/2015,Peoria,Technology
10/26/2015,Peoria,Technology
7/30/2014,Seattle,Furniture
11/18/2016,Taylor,Furniture
7/6/2015,Pasadena,Furniture
11/10/2014,Midland,Office Supplies
11/10/2014,Midland,Office Supplies
11/10/2014,Midland,Office Supplies
11/10/2014,Midland,Furniture
11/10/2014,Midland,Office Supplies
11/10/2014,Midland,Office Supplies
5/27/2016,Detroit,Furniture
5/27/2016,Detroit,Office Supplies
5/27/2016,Detroit,Office Supplies
3/8/2015,Pueblo,Office Supplies
10/19/2017,Waco,Office Supplies
10/19/2017,Waco,Furniture
11/5/2016,San Francisco,Office Supplies
12/26/2016,New York City,Office Supplies
4/13/2015,Los Angeles,Furniture
4/13/2015,Los Angeles,Technology
4/13/2015,Los Angeles,Office Supplies
9/12/2017,Woonsocket,Office Supplies
9/12/2017,Woonsocket,Office Supplies
9/24/2017,Columbus,Office Supplies
9/24/2017,Columbus,Office Supplies
10/10/2015,Jacksonville,Office Supplies
11/27/2015,Philadelphia,Technology
9/13/2015,Columbus,Technology
9/13/2015,Columbus,Furniture
11/14/2017,Pasadena,Technology
11/14/2017,Pasadena,Office Supplies
5/5/2017,San Francisco,Office Supplies
11/28/2014,Columbia,Furniture
11/28/2014,Columbia,Office Supplies
11/28/2014,Columbia,Office Supplies
11/28/2014,Columbia,Office Supplies
5/10/2014,Kent,Office Supplies
5/10/2014,Kent,Technology
3/3/2016,Round Rock,Office Supplies
3/3/2016,Round Rock,Office Supplies
3/3/2016,Round Rock,Technology
3/3/2016,Round Rock,Technology
8/15/2015,Oakland,Furniture
8/15/2015,Oakland,Office Supplies
9/12/2015,Auburn,Office Supplies
9/12/2015,Auburn,Office Supplies
9/12/2015,Auburn,Office Supplies
9/12/2015,Auburn,Office Supplies
9/12/2015,Auburn,Office Supplies
9/12/2015,Auburn,Office Supplies
1/12/2015,Newark,Office Supplies
5/12/2015,New York City,Office Supplies
9/26/2016,Redlands,Office Supplies
9/26/2016,Redlands,Office Supplies
9/26/2016,Redlands,Office Supplies
9/26/2016,Redlands,Office Supplies
9/9/2017,Roseville,Office Supplies
4/15/2017,Los Angeles,Office Supplies
6/10/2017,New York City,Office Supplies
9/1/2017,Detroit,Furniture
6/14/2014,Detroit,Furniture
5/18/2017,Springfield,Office Supplies
5/18/2017,Springfield,Technology
5/18/2017,Springfield,Office Supplies
9/12/2017,Los Angeles,Office Supplies
6/21/2016,New York City,Office Supplies
6/21/2016,New York City,Office Supplies
6/21/2016,New York City,Furniture
11/26/2014,San Francisco,Office Supplies
3/19/2017,Fresno,Office Supplies
3/19/2017,Fresno,Furniture
3/19/2017,Fresno,Furniture
3/19/2017,Fresno,Office Supplies
10/18/2014,Texarkana,Furniture
8/22/2017,San Francisco,Furniture
11/19/2016,Indianapolis,Office Supplies
9/20/2014,Columbia,Furniture
9/20/2014,Columbia,Furniture
9/20/2014,Columbia,Technology
9/11/2016,San Jose,Office Supplies
9/11/2016,San Jose,Office Supplies
9/23/2016,Seattle,Office Supplies
8/4/2017,Carrollton,Office Supplies
7/25/2016,Arlington,Office Supplies
8/2/2016,Los Angeles,Furniture
8/2/2016,Los Angeles,Technology
8/2/2016,Los Angeles,Office Supplies
5/21/2015,Frankfort,Office Supplies
11/3/2017,Seattle,Technology
4/16/2015,Philadelphia,Office Supplies
12/12/2016,Columbus,Technology
12/12/2016,Columbus,Office Supplies
10/30/2015,Virginia Beach,Office Supplies
3/7/2014,Des Moines,Office Supplies
3/5/2015,Bethlehem,Furniture
3/5/2015,Bethlehem,Furniture
8/8/2016,Oklahoma City,Office Supplies
1/3/2017,Rancho Cucamonga,Office Supplies
10/9/2017,Los Angeles,Office Supplies
10/20/2017,Philadelphia,Office Supplies
9/7/2014,Houston,Technology
9/7/2014,Houston,Office Supplies
9/7/2014,Houston,Furniture
9/7/2014,Houston,Technology
9/7/2014,Houston,Office Supplies
9/30/2017,Seattle,Office Supplies
9/30/2017,Seattle,Office Supplies
9/30/2017,Seattle,Office Supplies
11/16/2017,Yonkers,Technology
9/11/2017,San Francisco,Furniture
9/11/2017,San Francisco,Office Supplies
1/16/2017,Los Angeles,Furniture
1/16/2017,Los Angeles,Furniture
11/26/2016,Miami,Office Supplies
11/7/2015,Burlington,Furniture
12/14/2017,Fayetteville,Technology
12/14/2017,Fayetteville,Technology
9/13/2014,Odessa,Furniture
12/7/2014,Virginia Beach,Office Supplies
9/7/2017,Milwaukee,Technology
10/7/2017,Detroit,Office Supplies
9/5/2015,Rochester,Furniture
9/5/2015,Rochester,Office Supplies
3/30/2014,Seattle,Office Supplies
3/30/2014,Seattle,Office Supplies
5/5/2017,Louisville,Office Supplies
5/5/2017,Louisville,Office Supplies
5/5/2017,Louisville,Furniture
4/30/2017,San Francisco,Office Supplies
9/8/2014,Houston,Office Supplies
9/8/2014,Houston,Furniture
9/8/2014,Houston,Office Supplies
6/20/2017,Miami,Office Supplies
12/26/2015,Medina,Furniture
8/15/2017,Roseville,Office Supplies
3/4/2017,Houston,Office Supplies
7/27/2017,Yonkers,Furniture
7/27/2017,Yonkers,Technology
9/23/2016,San Diego,Office Supplies
9/23/2016,San Diego,Office Supplies
5/30/2016,Springfield,Furniture
5/30/2016,Springfield,Technology
5/30/2016,Springfield,Office Supplies
11/16/2014,Decatur,Furniture
9/21/2014,Garland,Furniture
2/21/2016,Oceanside,Furniture
2/21/2016,Oceanside,Office Supplies
2/21/2016,Oceanside,Technology
11/19/2017,Houston,Furniture
11/19/2017,Houston,Office Supplies
11/19/2017,Houston,Office Supplies
8/21/2016,Greenville,Office Supplies
8/21/2016,Greenville,Office Supplies
4/30/2017,San Francisco,Furniture
4/30/2017,San Francisco,Office Supplies
5/2/2016,Greensboro,Furniture
10/2/2017,Knoxville,Furniture
10/2/2017,Knoxville,Furniture
10/2/2017,Knoxville,Office Supplies
10/2/2017,Knoxville,Office Supplies
10/2/2017,Knoxville,Furniture
10/2/2017,Knoxville,Office Supplies
10/2/2017,Knoxville,Furniture
9/18/2017,Grand Island,Office Supplies
12/4/2015,Lakewood,Office Supplies
12/4/2015,Lakewood,Furniture
1/17/2015,Lawrence,Office Supplies
1/6/2014,Los Angeles,Office Supplies
3/5/2015,Houston,Technology
12/25/2016,New York City,Office Supplies
9/4/2016,New York City,Furniture
9/4/2016,New York City,Office Supplies
9/4/2016,New York City,Office Supplies
8/26/2014,Newark,Furniture
8/26/2014,Newark,Office Supplies
8/26/2014,Newark,Office Supplies
5/21/2015,Seattle,Office Supplies
10/16/2017,Scottsdale,Office Supplies
11/9/2015,Oceanside,Office Supplies
11/9/2015,Oceanside,Office Supplies
11/9/2015,Oceanside,Technology
11/9/2015,Oceanside,Technology
11/21/2014,Dallas,Office Supplies
11/21/2014,Dallas,Technology
10/11/2015,Rochester,Technology
3/21/2017,Los Angeles,Office Supplies
3/21/2017,Los Angeles,Office Supplies
3/21/2017,Los Angeles,Office Supplies
1/4/2015,Woodbury,Office Supplies
1/4/2015,Woodbury,Office Supplies
12/9/2017,Park Ridge,Office Supplies
9/6/2016,Dallas,Office Supplies
9/6/2016,Dallas,Technology
9/3/2016,Monroe,Office Supplies
5/13/2014,Los Angeles,Furniture
5/13/2014,Los Angeles,Office Supplies
9/29/2016,San Francisco,Office Supplies
8/5/2014,San Francisco,Technology
8/5/2014,San Francisco,Office Supplies
8/5/2014,San Francisco,Office Supplies
4/14/2017,Fayetteville,Furniture
6/9/2017,Dallas,Office Supplies
12/29/2016,Wichita,Furniture
12/29/2016,Wichita,Office Supplies
1/18/2014,Springfield,Office Supplies
11/20/2016,Houston,Technology
6/10/2017,Seattle,Technology
6/10/2017,Seattle,Office Supplies
6/10/2017,Seattle,Office Supplies
9/10/2017,Akron,Office Supplies
4/8/2017,Oak Park,Furniture
4/8/2017,Oak Park,Furniture
10/24/2015,Houston,Office Supplies
10/24/2015,Houston,Furniture
10/24/2015,Houston,Office Supplies
5/27/2017,Seattle,Technology
5/27/2017,Seattle,Office Supplies
12/5/2014,Philadelphia,Office Supplies
12/5/2014,Philadelphia,Office Supplies
8/14/2016,Los Angeles,Office Supplies
8/14/2016,Los Angeles,Technology
9/5/2016,Houston,Office Supplies
9/5/2016,Houston,Office Supplies
9/5/2016,Houston,Office Supplies
6/26/2017,Philadelphia,Technology
6/26/2017,Philadelphia,Technology
3/12/2017,Rogers,Office Supplies
2/18/2017,Los Angeles,Technology
2/18/2017,Los Angeles,Technology
2/18/2017,Los Angeles,Office Supplies
11/10/2017,Seattle,Office Supplies
11/19/2014,Wilmington,Office Supplies
11/19/2014,Wilmington,Office Supplies
11/19/2014,Wilmington,Office Supplies
11/19/2014,Wilmington,Furniture
11/18/2014,Provo,Office Supplies
9/24/2016,San Francisco,Furniture
11/20/2016,Los Angeles,Office Supplies
9/27/2016,Lancaster,Office Supplies
4/9/2016,Los Angeles,Furniture
9/21/2017,Seattle,Technology
9/21/2017,Seattle,Technology
8/24/2017,New York City,Office Supplies
8/24/2017,New York City,Office Supplies
2/22/2016,Los Angeles,Technology
2/22/2016,Los Angeles,Technology
2/22/2016,Los Angeles,Office Supplies
12/8/2017,San Francisco,Office Supplies
12/8/2017,San Francisco,Office Supplies
12/8/2017,San Francisco,Office Supplies
12/8/2017,San Francisco,Office Supplies
9/18/2017,Clovis,Office Supplies
9/18/2017,Clovis,Technology
9/11/2016,Wichita,Technology
9/23/2017,Chicago,Office Supplies
9/23/2017,Chicago,Office Supplies
9/23/2017,Chicago,Technology
10/6/2014,Omaha,Office Supplies
10/23/2015,Houston,Office Supplies
10/23/2015,Houston,Technology
3/31/2016,Philadelphia,Technology
3/31/2016,Philadelphia,Technology
12/29/2016,Los Angeles,Office Supplies
11/3/2017,Richmond,Office Supplies
1/20/2017,Waterbury,Office Supplies
12/3/2016,Los Angeles,Technology
12/3/2016,Los Angeles,Furniture
6/14/2016,Los Angeles,Furniture
9/2/2016,San Francisco,Office Supplies
9/5/2014,Saint Petersburg,Furniture
10/21/2017,Lakewood,Office Supplies
10/21/2017,Lakewood,Office Supplies
10/21/2017,Lakewood,Office Supplies
4/25/2017,Chandler,Office Supplies
10/19/2015,Los Angeles,Office Supplies
10/19/2015,Los Angeles,Technology
7/5/2014,Palm Coast,Furniture
7/5/2014,Palm Coast,Office Supplies
7/5/2014,Palm Coast,Furniture
4/4/2016,New York City,Office Supplies
11/13/2017,Jupiter,Office Supplies
9/9/2017,Glendale,Office Supplies
4/17/2015,New York City,Technology
4/17/2015,New York City,Office Supplies
4/17/2015,New York City,Office Supplies
7/25/2016,Houston,Office Supplies
8/26/2016,New York City,Technology
8/26/2016,New York City,Technology
9/12/2014,Olathe,Office Supplies
9/12/2014,Olathe,Technology
9/12/2014,Olathe,Office Supplies
9/12/2014,Olathe,Furniture
7/22/2016,Sparks,Office Supplies
5/19/2017,Rockford,Office Supplies
4/28/2017,Philadelphia,Office Supplies
4/28/2017,Philadelphia,Office Supplies
12/29/2017,Edmonds,Office Supplies
12/29/2017,Edmonds,Furniture
9/4/2017,San Francisco,Office Supplies
9/4/2017,San Francisco,Furniture
3/21/2014,Asheville,Office Supplies
9/28/2017,Los Angeles,Furniture
1/19/2014,Scottsdale,Office Supplies
1/19/2014,Scottsdale,Office Supplies
1/19/2014,Scottsdale,Office Supplies
1/19/2014,Scottsdale,Furniture
2/14/2014,Houston,Office Supplies
6/9/2016,San Francisco,Furniture
9/26/2014,San Diego,Furniture
9/26/2014,San Diego,Office Supplies
5/30/2016,Hamilton,Office Supplies
12/19/2017,Parker,Furniture
12/19/2017,Parker,Office Supplies
12/19/2017,Parker,Furniture
12/26/2017,Fremont,Office Supplies
6/15/2017,Maple Grove,Office Supplies
6/15/2017,Maple Grove,Office Supplies
6/15/2017,Maple Grove,Office Supplies
11/20/2016,Newark,Office Supplies
3/31/2014,Miami,Office Supplies
10/8/2017,San Diego,Technology
10/8/2017,San Diego,Technology
10/8/2017,San Diego,Technology
10/8/2017,San Diego,Office Supplies
1/30/2017,Miami,Furniture
12/12/2014,Miami,Office Supplies
10/24/2015,San Antonio,Office Supplies
4/1/2017,Jacksonville,Technology
4/1/2017,Jacksonville,Office Supplies
4/1/2017,Jacksonville,Office Supplies
4/1/2017,Jacksonville,Furniture
1/26/2017,Houston,Office Supplies
11/28/2014,San Francisco,Office Supplies
11/28/2014,San Francisco,Office Supplies
11/28/2014,San Francisco,Furniture
9/4/2015,Philadelphia,Office Supplies
6/12/2017,Marion,Technology
7/15/2017,New York City,Office Supplies
7/15/2017,New York City,Office Supplies
7/15/2017,New York City,Technology
7/15/2017,New York City,Furniture
7/15/2017,New York City,Office Supplies
11/2/2017,Philadelphia,Furniture
11/2/2017,Philadelphia,Office Supplies
11/2/2017,Philadelphia,Office Supplies
11/2/2017,Philadelphia,Technology
10/8/2016,Los Angeles,Office Supplies
4/8/2016,Smyrna,Office Supplies
10/8/2015,San Francisco,Furniture
5/15/2017,Chicago,Office Supplies
5/15/2017,Chicago,Technology
2/24/2014,Medford,Office Supplies
2/24/2014,Medford,Office Supplies
5/30/2015,New York City,Technology
5/30/2015,New York City,Office Supplies
5/30/2015,New York City,Technology
11/18/2016,Huntsville,Technology
12/4/2017,Philadelphia,Furniture
12/4/2017,Philadelphia,Furniture
12/4/2017,Philadelphia,Office Supplies
12/4/2017,Philadelphia,Office Supplies
12/4/2017,Philadelphia,Technology
6/5/2016,Santa Clara,Office Supplies
6/5/2016,Santa Clara,Office Supplies
12/10/2016,Long Beach,Office Supplies
4/30/2017,Los Angeles,Office Supplies
4/24/2017,Santa Barbara,Office Supplies
5/8/2015,New York City,Office Supplies
3/31/2015,Jacksonville,Technology
8/6/2017,Cedar Hill,Office Supplies
12/2/2017,Omaha,Technology
6/6/2016,Little Rock,Technology
6/6/2016,Little Rock,Technology
6/6/2016,Little Rock,Technology
6/6/2016,Little Rock,Office Supplies
6/6/2016,Little Rock,Office Supplies
6/6/2016,Little Rock,Office Supplies
6/6/2016,Little Rock,Office Supplies
4/13/2015,Norfolk,Office Supplies
5/22/2017,Chicago,Furniture
5/22/2017,Chicago,Office Supplies
5/22/2017,Chicago,Office Supplies
12/19/2016,Tucson,Furniture
12/19/2016,Tucson,Office Supplies
12/19/2016,Tucson,Office Supplies
9/22/2017,Concord,Office Supplies
9/7/2017,Draper,Furniture
9/7/2017,Draper,Technology
11/28/2014,San Francisco,Office Supplies
11/28/2014,San Francisco,Technology
11/12/2014,Houston,Office Supplies
11/12/2014,Houston,Office Supplies
11/12/2014,Houston,Technology
11/12/2014,Houston,Office Supplies
11/12/2014,Houston,Furniture
10/2/2017,Montgomery,Furniture
12/14/2015,Jackson,Furniture
12/14/2015,Jackson,Office Supplies
12/6/2015,North Las Vegas,Office Supplies
12/6/2015,North Las Vegas,Office Supplies
12/6/2015,North Las Vegas,Office Supplies
3/31/2017,Atlanta,Office Supplies
3/31/2017,Atlanta,Technology
3/31/2017,Atlanta,Office Supplies
3/13/2017,Chicago,Office Supplies
3/13/2017,Chicago,Technology
3/13/2017,Chicago,Office Supplies
3/13/2017,Chicago,Furniture
3/13/2017,Chicago,Technology
3/13/2017,Chicago,Office Supplies
3/13/2017,Chicago,Technology
12/5/2014,Columbus,Office Supplies
12/5/2014,Columbus,Office Supplies
12/5/2014,Columbus,Office Supplies
12/5/2014,Columbus,Technology
12/5/2014,Columbus,Technology
12/12/2016,Pasadena,Furniture
12/12/2016,Pasadena,Office Supplies
9/9/2017,Los Angeles,Office Supplies
9/9/2017,Los Angeles,Furniture
9/9/2017,Los Angeles,Office Supplies
10/4/2017,Clinton,Furniture
5/9/2016,New York City,Office Supplies
12/15/2014,San Diego,Furniture
11/30/2017,New York City,Office Supplies
11/30/2017,New York City,Technology
11/30/2017,New York City,Office Supplies
3/19/2015,Lancaster,Office Supplies
7/19/2014,Great Falls,Office Supplies
12/8/2016,San Francisco,Office Supplies
12/8/2016,San Francisco,Office Supplies
10/13/2014,Lakewood,Furniture
10/13/2014,Lakewood,Office Supplies
11/19/2017,Cleveland,Office Supplies
9/24/2017,Lawrence,Technology
9/24/2017,Lawrence,Technology
9/25/2015,Concord,Office Supplies
2/13/2017,Baltimore,Office Supplies
2/13/2017,Baltimore,Office Supplies
10/3/2014,Columbus,Office Supplies
10/3/2014,Columbus,Office Supplies
10/3/2014,Columbus,Technology
8/27/2016,Houston,Office Supplies
8/27/2016,Houston,Office Supplies
12/3/2015,New York City,Office Supplies
9/20/2016,Greensboro,Furniture
9/20/2016,Greensboro,Furniture
3/25/2017,New York City,Office Supplies
12/6/2015,San Francisco,Office Supplies
8/31/2017,Monroe,Technology
10/5/2015,Cincinnati,Technology
8/18/2017,Seattle,Technology
8/18/2017,Seattle,Technology
2/2/2016,New York City,Office Supplies
8/23/2016,New York City,Office Supplies
8/23/2016,New York City,Office Supplies
8/23/2016,New York City,Office Supplies
6/30/2017,Memphis,Furniture
9/18/2015,San Diego,Office Supplies
9/25/2016,La Crosse,Technology
9/25/2016,La Crosse,Office Supplies
9/25/2016,La Crosse,Furniture
9/25/2016,La Crosse,Furniture
10/24/2016,Los Angeles,Technology
10/24/2016,Los Angeles,Technology
9/29/2014,Seattle,Furniture
9/29/2014,Seattle,Furniture
6/26/2017,Miami,Office Supplies
6/26/2017,Miami,Furniture
8/21/2016,Philadelphia,Furniture
2/11/2014,Chesapeake,Technology
